timestamp,node_id,ack_success,location,elevation_m,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB
2026-05-14 11:00:00,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.25891047989165,134.254662438345,18.455709761397763,93.5486383136049,-74.98070098461915,10.744788988157865
2026-05-14 11:00:02,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.320563357010684,19.261798712821623,19.891235775871476,85.23623716080475,-76.01854181693119,11.03506049299032
2026-05-14 11:00:04,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.34617625801485,134.26301496009225,18.462149350466778,93.53092330002863,-74.98338187032942,10.745195940292117
2026-05-14 11:00:06,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.35219280819965,19.250415484531104,19.900341826734262,85.19489929763371,-76.01635860090886,11.03447866718386
2026-05-14 11:00:08,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.43331855923054,134.27133860886082,18.468596938027233,93.51318635165717,-74.98604529521835,10.745602099741959
2026-05-14 11:00:10,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.383811042579197,19.239078272855373,19.909428793998135,85.15367059527166,-76.01418459330152,11.033897080339136
2026-05-14 11:00:12,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.5203373624224,134.2796334115442,18.475052514718797,93.49542746929927,-74.98869125645838,10.746007466229866
2026-05-14 11:00:14,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.415418033740455,19.2277870381728,19.918496689903755,85.11255099891245,-76.0120197713039,11.033315732881926
2026-05-14 11:00:16,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.6072327159807,134.2878994265986,18.48151607009539,93.47764665437205,-74.99131975453919,10.746412039613201
2026-05-14 11:00:18,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.447013746837374,19.216541744410122,19.927545525229768,85.07154046362784,-76.00986411765591,11.032734625165666
2026-05-14 11:00:20,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.6940045991263,134.2961366809609,18.487987594780176,93.45984390772614,-74.99393078667457,10.746815819616968
2026-05-14 11:00:22,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.478598158957194,19.20534234464266,19.936575313486326,85.03063892004997,-76.00771759123862,11.032153757560122
2026-05-14 11:00:24,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.7806530166929,134.3043452095169,18.494467080139714,93.44201922925234,-74.99652435162864,10.747218806052832
2026-05-14 11:00:26,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.510171235308192,19.19418880271091,19.94558606548917,84.98984632301338,-76.00558017472054,11.031573130418572
2026-05-14 11:00:28,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.86717799015145,134.31252505893286,18.500954515941665,93.42417262038825,-74.99910044858925,10.747620998722795
2026-05-14 11:00:30,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.541732949579323,19.183081078845795,19.954577793546214,84.94916261729094,-76.00345184517133,11.030992744166626
2026-05-14 11:00:32,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,369.95357952211907,134.32067626996806,18.507449891377938,93.40630408333597,-75.00165907562607,10.748022397366398
2026-05-14 11:00:34,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.573283270482122,19.172019129583347,19.96355050973858,84.90858774315959,-76.00133256692769,11.030412599101503
2026-05-14 11:00:36,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.0398576178757,134.32879887755726,18.513953197794265,93.38841361803986,-75.00420023155691,10.748423001798754
2026-05-14 11:00:38,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.604822169644155,19.161002915970727,19.972504226038446,84.86812164766593,-75.99922231838121,11.029832695630596
2026-05-14 11:00:40,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.126012276501,134.33689291467988,18.520464426341057,93.37050122470251,-75.00672391483607,10.748822811814687
2026-05-14 11:00:42,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.636349618715737,19.150032399019032,19.98143895443571,84.8277642777509,-75.99712107789694,11.029253034161274
2026-05-14 11:00:44,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.2120435220345,134.34495843198158,18.526983565768283,93.35256690586505,-75.00923012455706,10.749221827194795
2026-05-14 11:00:46,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.667865586491928,19.13910753514672,19.990354707059364,84.78751557336744,-75.99502880969584,11.028673614990538
2026-05-14 11:00:48,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.2979513601713,134.35299546444068,18.533510607403027,93.33461066151767,-75.01171885958685,10.749620047757391
2026-05-14 11:00:50,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.699370045634883,19.128228286807598,19.999251495891897,84.7473754835365,-75.99294549678012,11.028094438562407
2026-05-14 11:00:52,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.383735771546,134.3610040392021,18.54004554179962,93.31663249266896,-75.01419011731173,10.750017473237502
2026-05-14 11:00:54,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.73086296499542,19.11739461034218,20.00812933309409,84.70734394799575,-75.99087110329398,11.027515505173735
2026-05-14 11:00:56,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.4693968058722,134.36898421481166,18.546588358451963,93.2986324009179,-75.01664389838042,10.750414103503795
2026-05-14 11:00:58,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.762344317284903,19.106606468130565,20.016988230682536,84.66742091555383,-75.98880561217905,11.026936815268447
2026-05-14 11:01:00,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.55493444412014,134.37693601845555,18.553139047898235,93.28061038731494,-75.01908020022046,10.750809938293825
2026-05-14 11:01:02,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.793814071410115,19.095863816435646,20.025828200849734,84.62760632573357,-75.98674898750302,11.026358369143248
2026-05-14 11:01:04,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.64034869258046,134.3848594851851,18.55969760143831,93.26256645191322,-75.02149902176978,10.751204977430309
2026-05-14 11:01:06,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.825272201285078,19.085166615183866,20.03464925603751,84.58790012243256,-75.98470120603741,11.025780167223413
2026-05-14 11:01:08,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.72563957625863,134.3927546657466,18.566264007775768,93.24450059738524,-75.0239003622412,10.751599220701532
2026-05-14 11:01:10,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.856718672412399,19.074514827701314,20.04345140729643,84.54830225905732,-75.98266225010329,11.025202209861133
2026-05-14 11:01:12,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.81080710172176,134.40062159521545,18.572838258198036,93.22641282381846,-75.02628422060596,10.751992667932445
2026-05-14 11:01:14,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.888153460108828,19.06390840755865,20.05223466792301,84.50881266759882,-75.98063207947249,11.02462449740767
2026-05-14 11:01:16,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.895851250652,134.40846030088304,18.579420343209033,93.20830313234119,-75.02865059437846,10.752385318865606
2026-05-14 11:01:18,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.919576536255008,19.05334731543868,20.06099905005278,84.46943129406165,-75.9786106722142,11.02404703026991
2026-05-14 11:01:20,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,370.9807720673088,134.41627083939727,18.58601025207224,93.19017152492017,-75.03099948393637,10.752777173355698
2026-05-14 11:01:22,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.950987866434726,19.042831514530747,20.06974456479851,84.43015809147076,-75.97659801055433,11.023469808799737
2026-05-14 11:01:24,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,371.0655695524366,134.4240532439302,18.59260797586118,93.17201800194862,-75.03333088793455,10.753168231210132
2026-05-14 11:01:26,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,10.982387428150808,19.032360957471823,20.078471225837056,84.39099298919297,-75.97459405275623,11.022892833366637
2026-05-14 11:01:28,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,371.1502436882404,134.43180754184505,18.599213505054774,93.15384256461454,-75.03564480395156,10.753558492175245
2026-05-14 11:01:30,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,11.013775187042434,19.021935607367737,20.087179044317516,84.3519359400198,-75.97259878097658,11.022316104322318
2026-05-14 11:01:32,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,371.23479452561486,134.43953379175966,18.60582682909429,93.1356452146801,-75.03794123277898,10.753947956129881
2026-05-14 11:01:34,56,True,"7°09'59.92""S 107°24'13.14""E",2192.38,11.04515111719843,19.01155542389963,20.095868032793632,84.31298688713822,-75.97061217176933,11.021739622091713
2026-05-14 11:01:36,76,True,"7°10'00.64""S 107°24'04.92""E",2201.98,371.3192220470989,134.44723202107699,18.61244793844279,93.1174259533751,-75.04022017203657,10.754336622822906
