timestamp,node_id,location,elevation,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,horizon
2026-05-15 10:00:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,399.05383,144.44672,19.954782,90.413445,-73.69546,10.414556,True,1h
2026-05-15 10:00:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.66373,144.35811,19.947369,90.412865,-73.71023,10.413467,True,1h
2026-05-15 10:00:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.38824,144.30406,19.93984,90.41033,-73.72808,10.41234,True,1h
2026-05-15 10:00:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.17545,144.26562,19.932772,90.408295,-73.745,10.41145,True,1h
2026-05-15 10:00:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.01666,144.2375,19.926682,90.40736,-73.75877,10.410857,True,1h
2026-05-15 10:00:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.90195,144.21669,19.921688,90.40745,-73.76903,10.410518,True,1h
2026-05-15 10:00:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.82166,144.20146,19.917717,90.40823,-73.776184,10.410361,True,1h
2026-05-15 10:00:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.7666,144.19008,19.914608,90.409485,-73.78094,10.410323,True,1h
2026-05-15 10:00:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.729,144.18118,19.912193,90.410995,-73.78397,10.410352,True,1h
2026-05-15 10:00:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.7029,144.17387,19.910326,90.4126,-73.78583,10.410414,True,1h
2026-05-15 10:00:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.68393,144.16745,19.908876,90.4142,-73.78691,10.410486,True,1h
2026-05-15 10:00:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.66873,144.16145,19.907745,90.41576,-73.78751,10.410556,True,1h
2026-05-15 10:00:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.65515,144.15549,19.906849,90.417206,-73.78785,10.410614,True,1h
2026-05-15 10:00:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.6418,144.14938,19.906128,90.41856,-73.78806,10.410658,True,1h
2026-05-15 10:01:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.62836,144.14313,19.905537,90.41981,-73.788185,10.410688,True,1h
2026-05-15 10:01:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.61395,144.13652,19.905033,90.421,-73.78831,10.410705,True,1h
2026-05-15 10:01:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.59836,144.12962,19.904602,90.42208,-73.788445,10.4107065,True,1h
2026-05-15 10:01:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.58203,144.12251,19.904217,90.42311,-73.7886,10.410699,True,1h
2026-05-15 10:01:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.56454,144.11513,19.90387,90.424065,-73.788795,10.410681,True,1h
2026-05-15 10:01:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.5463,144.10751,19.903543,90.424995,-73.78902,10.410656,True,1h
2026-05-15 10:01:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.5275,144.0998,19.903236,90.4259,-73.78926,10.410626,True,1h
2026-05-15 10:01:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.50812,144.09196,19.90294,90.426765,-73.78953,10.410592,True,1h
2026-05-15 10:01:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.48807,144.08392,19.902653,90.42761,-73.78982,10.410552,True,1h
2026-05-15 10:01:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.46768,144.07579,19.902374,90.428444,-73.79012,10.41051,True,1h
2026-05-15 10:01:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.44708,144.06763,19.902098,90.42926,-73.79045,10.410465,True,1h
2026-05-15 10:01:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.4263,144.05942,19.901823,90.43008,-73.79077,10.41042,True,1h
2026-05-15 10:01:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.40518,144.0511,19.90155,90.430885,-73.79112,10.410372,True,1h
2026-05-15 10:01:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.38382,144.04268,19.90128,90.43169,-73.79148,10.410322,True,1h
2026-05-15 10:01:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.36246,144.03429,19.901007,90.43249,-73.79183,10.410272,True,1h
2026-05-15 10:02:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.34088,144.02588,19.900738,90.43328,-73.7922,10.410221,True,1h
2026-05-15 10:02:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.31934,144.01747,19.90047,90.43407,-73.792564,10.41017,True,1h
2026-05-15 10:02:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.2976,144.00899,19.900202,90.43485,-73.79294,10.410117,True,1h
2026-05-15 10:02:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.27588,144.00052,19.899933,90.43564,-73.793304,10.410065,True,1h
2026-05-15 10:02:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.25415,143.99203,19.899664,90.43643,-73.793686,10.410012,True,1h
2026-05-15 10:02:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.2324,143.98354,19.899397,90.43722,-73.79406,10.409961,True,1h
2026-05-15 10:02:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.21063,143.97505,19.899126,90.438,-73.79443,10.409907,True,1h
2026-05-15 10:02:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.18893,143.96657,19.898857,90.4388,-73.794815,10.409855,True,1h
2026-05-15 10:02:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.1672,143.95808,19.898588,90.439575,-73.79519,10.409802,True,1h
2026-05-15 10:02:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.14545,143.9496,19.89832,90.44037,-73.79556,10.40975,True,1h
