timestamp,node_id,location,elevation,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,hour_sin,hour_cos,hour,elevation_m,Wind_kph,hazard_level_niosh,meteo_modifier,is_night,is_high_humidity,is_low_wind,is_temp_inversion,is_high_altitude,node_modifier,SO2_normalized,H2S_normalized,CHI,CHI_class,SO2_H2S_ratio,SO2_rolling_mean_10min,SO2_rolling_std_10min,SO2_rolling_max_10min,H2S_rolling_mean_10min,H2S_rolling_std_10min,H2S_rolling_max_10min,SO2_rate_of_change,H2S_rate_of_change,SO2_cumulative_4hour,H2S_cumulative_4hour,dispersion_index,day_night
2026-05-14 11:00:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.41469876,0.13539554,20.152142,85.11897,-74.732086,9.059155,True,0.258819045102521,-0.9659258262890682,11,2201.98,5.0,Normal,0.6400000000000001,0,1,0,0,1,0.9,0.41469876,0.27079108,0.33005658,Moderate,3.0404129049967468,0.41469876,0.0,0.41469876,0.13539554,0.0,0.13539554,0.0,0.0,0.41469876,0.13539554,0.7440514999999998,Day
2026-05-14 11:00:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.022511225,0.014252229,20.007719,91.884346,-80.64874,8.903409,True,0.2586785541488324,-0.9659634597765432,11,2192.38,5.0,Normal,0.6400000000000001,0,1,0,0,1,1.0,0.022511225,0.028504458,0.022058072399999996,Normal,1.4759301738781918,0.022511225,0.0,0.022511225,0.014252229,0.0,0.014252229,0.0,0.0,0.022511225,0.014252229,0.4057827000000003,Day
2026-05-14 11:00:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3751178,0.14656021,20.582777,91.04658,-67.64748,11.46592,True,0.2585380577230606,-0.9660010728300396,11,2201.98,5.0,Normal,0.6400000000000001,0,1,0,0,1,0.9,0.3751178,0.29312042,0.31300680599999997,Moderate,2.5421338177819077,0.39490828,0.02798796522187349,0.41469876,0.140977875,0.007894613866710002,0.14656021,-0.03958096,0.011164669999999988,0.78981656,0.28195575,0.4476709999999995,Day
2026-05-14 11:00:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.021396029,0.01501191,24.155685,73.03701,-86.57457,12.443881,True,0.2583975558281779,-0.9660386654487612,11,2192.38,5.0,Normal,0.8,0,0,0,0,1,1.0,0.021396029,0.03002382,0.021844763399999998,Normal,1.3362571360943198,0.021953627,0.0007885626539521122,0.022511225,0.0146320695,0.0005371755866385769,0.01501191,-0.0011151959999999989,0.0007596809999999999,0.043907254,0.029264139,1.3481495000000003,Day
2026-05-14 11:00:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.41509695,0.13953754,19.110088,84.667046,-69.673294,12.076218,True,0.258257048467157,-0.9660762376319132,11,2201.98,5.0,Normal,0.8,0,0,0,0,1,0.9,0.41509695,0.27907508,0.332780694,Moderate,2.95363751208396,0.40163783666666664,0.022967888397065008,0.41509695,0.14049776333333333,0.00564393352987376,0.14656021,0.03997915000000002,-0.007022670000000009,1.20491351,0.42149329,0.7666476999999999,Day
2026-05-14 11:00:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.020397882,0.01715424,19.339539,87.27352,-68.75228,11.821692,True,0.2581165356429693,-0.9661137893787004,11,2192.38,5.0,Normal,0.6400000000000001,0,1,0,0,1,1.0,0.020397882,0.03430848,0.0225312732,Normal,1.1235877679263906,0.021435045333333333,0.001057211598788215,0.022511225,0.015472793,0.001504900932220125,0.01715424,-0.0009981470000000013,0.0021423300000000013,0.064305136,0.046418379,0.6363239999999998,Day
2026-05-14 11:00:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.40647647,0.15213818,21.560198,75.47904,-75.54439,10.5004015,True,0.2579760173585885,-0.9661513206883284,11,2201.98,5.0,Normal,0.8,0,0,0,0,1,0.9,0.40647647,0.30427636,0.33516879,Moderate,2.654311746424046,0.402847495,0.018908614211877964,0.41509695,0.1434078675,0.007423665907296633,0.15213818,-0.008620480000000041,0.012600640000000024,1.61138998,0.57363147,1.226048,Day
2026-05-14 11:00:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.017497387,0.01892221,18.263016,81.511986,-70.72735,9.830757,True,0.2578354936169854,-0.9661888315600038,11,2192.38,5.0,Normal,0.8,0,0,0,0,1,1.0,0.017497387,0.03784442,0.021851758199999998,Normal,0.8782854412236394,0.02045063075,0.002149748635831389,0.022511225,0.01633514725,0.0021176489999927385,0.01892221,-0.0029004949999999995,0.0017679699999999972,0.081802523,0.065340589,0.9244007000000004,Day
2026-05-14 11:00:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.36455664,0.15492041,20.11934,84.62123,-75.147766,10.962929,True,0.2576949644211335,-0.9662263219929328,11,2201.98,5.0,Normal,0.8,0,0,0,0,1,0.9,0.36455664,0.30984082,0.31168623,Moderate,2.338094416247366,0.395189324,0.023693663369906103,0.41509695,0.145710376,0.008236555019559453,0.15492041,-0.04191982999999999,0.0027822299999999967,1.97594662,0.72855188,0.7689385000000004,Day
2026-05-14 11:00:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.019127554,0.015865052,22.358084,87.83843,-71.883286,11.444782,True,0.257554429774006,-0.9662637919863222,11,2192.38,5.0,Normal,0.6400000000000001,0,1,0,0,1,1.0,0.019127554,0.031730104,0.020995563600000003,Normal,1.1341532774402356,0.0201860154,0.001953502192274762,0.022511225,0.0162411282,0.001845948502584023,0.01892221,0.0016301670000000018,-0.0030571579999999973,0.100930077,0.081205641,0.6080785,Day
