timestamp,node_id,location,elevation,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,hour_sin,hour_cos,hour,elevation_m,Wind_kph,hazard_level_who
2026-05-14 11:00:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.41469876,0.13539554,20.152142,85.11897,-74.732086,9.059155,True,0.258819045102521,-0.9659258262890682,11,2201.98,5.0,Normal
2026-05-14 11:00:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.022511225,0.014252229,20.007719,91.884346,-80.64874,8.903409,True,0.2586785541488324,-0.9659634597765432,11,2192.38,5.0,Normal
2026-05-14 11:00:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3751178,0.14656021000000002,20.582777,91.04658,-67.64748,11.46592,True,0.2585380577230606,-0.9660010728300396,11,2201.98,5.0,Normal
2026-05-14 11:00:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.021396029,0.01501191,24.155685,73.03701,-86.57457,12.443881,True,0.2583975558281779,-0.9660386654487612,11,2192.38,5.0,Normal
2026-05-14 11:00:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.41509695,0.13953754000000002,19.110088,84.667046,-69.673294,12.076218,True,0.258257048467157,-0.9660762376319132,11,2201.98,5.0,Normal
2026-05-14 11:00:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.020397882,0.01715424,19.339539,87.27352,-68.75228,11.821692,True,0.2581165356429693,-0.9661137893787004,11,2192.38,5.0,Normal
2026-05-14 11:00:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.40647647000000003,0.15213818,21.560198,75.47904,-75.54439,10.5004015,True,0.2579760173585885,-0.9661513206883284,11,2201.98,5.0,Normal
2026-05-14 11:00:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.017497387,0.018922210000000002,18.263016,81.511986,-70.72735,9.830757,True,0.2578354936169854,-0.9661888315600038,11,2192.38,5.0,Normal
2026-05-14 11:00:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.36455664000000004,0.15492041,20.11934,84.62123,-75.147766,10.962929,True,0.2576949644211335,-0.9662263219929328,11,2201.98,5.0,Normal
2026-05-14 11:00:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.019127554,0.015865052,22.358084,87.83843,-71.883286,11.444782,True,0.257554429774006,-0.9662637919863222,11,2192.38,5.0,Normal
2026-05-14 11:00:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.34511307,0.13691537,20.317762,98.913925,-76.95448,9.700393,True,0.2574138896785749,-0.9663012415393796,11,2201.98,5.0,Normal
2026-05-14 11:00:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.018464952,0.01669306,22.210245,80.25246,-72.651985,12.752311,True,0.2572733441378145,-0.9663386706513124,11,2192.38,5.0,Normal
2026-05-14 11:00:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3769946,0.14480692,18.251657,89.543465,-80.021706,10.386704,True,0.2571327931546965,-0.9663760793213292,11,2201.98,5.0,Normal
2026-05-14 11:00:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.019069164,0.016909624,20.856987,86.8196,-59.548813,11.06361,True,0.2569922367321947,-0.9664134675486388,11,2192.38,5.0,Normal
2026-05-14 11:00:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.39638170000000006,0.13895644,19.353273,84.48559,-74.83148,9.357231,True,0.2568516748732819,-0.9664508353324496,11,2201.98,5.0,Normal
2026-05-14 11:00:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.021614462,0.017166526999999997,21.205925,80.27245,-79.04247,11.030541,True,0.2567111075809319,-0.966488182671972,11,2192.38,5.0,Normal
2026-05-14 11:00:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3584522,0.1335183,18.369225,78.48415,-73.790886,10.727844,True,0.2565705348581189,-0.9665255095664153,11,2201.98,5.0,Normal
2026-05-14 11:00:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.018368755,0.016091934,22.138771,70.57764,-71.91744,11.487324,True,0.256429956707816,-0.96656281601499,11,2192.38,5.0,Normal
2026-05-14 11:00:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.401311,0.13350993,20.22854,76.72755,-71.05906,10.057288,True,0.256289373132997,-0.9666001020169072,11,2201.98,5.0,Normal
2026-05-14 11:00:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.017625757,0.015087098,20.025684,76.92815,-64.216515,11.754858,True,0.2561487841366354,-0.966637367571378,11,2192.38,5.0,Normal
2026-05-14 11:00:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.46895703,0.12411558,19.041119,86.094376,-79.304016,9.47526,True,0.2560081897217056,-0.966674612677614,11,2201.98,5.0,Normal
2026-05-14 11:00:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.017271624,0.014596287000000001,20.894463,86.14794,-74.950455,11.113598,True,0.2558675898911823,-0.9667118373348274,11,2192.38,5.0,Normal
2026-05-14 11:00:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.4013024,0.15829546,21.368305,91.91282,-62.598236,10.806128,True,0.2557269846480391,-0.9667490415422306,11,2201.98,5.0,Normal
2026-05-14 11:00:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.018494984,0.01643963,23.147963,77.75364,-74.77502,12.729765,True,0.2555863739952505,-0.9667862252990368,11,2192.38,5.0,Normal
2026-05-14 11:00:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.38024377,0.15066615,19.785734,72.20748,-70.12026,9.30242,True,0.2554457579357905,-0.9668233886044594,11,2201.98,5.0,Normal
2026-05-14 11:00:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.016543613000000002,0.015421062,21.566067,79.490555,-75.74049,10.679411,True,0.2553051364726342,-0.966860531457712,11,2192.38,5.0,Normal
2026-05-14 11:00:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.40468472000000005,0.14429169,21.54957,73.83072,-68.951225,9.698077,True,0.2551645096087567,-0.9668976538580092,11,2201.98,5.0,Normal
2026-05-14 11:00:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.014947349,0.016102346,21.86077,79.47,-69.503525,12.189863,True,0.2550238773471323,-0.9669347558045656,11,2192.38,5.0,Normal
2026-05-14 11:00:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.37626636,0.12313949,18.9652,81.550026,-80.11487,10.176771,True,0.254883239690736,-0.966971837296596,11,2201.98,5.0,Normal
2026-05-14 11:00:58,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.015203389,0.015998154,22.734463,75.18684,-79.55755,11.497093,True,0.2547425966425425,-0.9670088983333168,11,2192.38,5.0,Normal
2026-05-14 11:01:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.37078467000000004,0.14000742,19.277424,98.75161,-63.482098,10.904175,True,0.2546019482055273,-0.9670459389139432,11,2201.98,5.0,Normal
2026-05-14 11:01:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.015214287000000002,0.017309332,24.335712,74.026764,-68.02599,11.300891,True,0.254461294382666,-0.967082959037692,11,2192.38,5.0,Normal
2026-05-14 11:01:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.39721204,0.14956252,19.357016,82.33887,-68.639084,10.601393,True,0.2543206351769337,-0.96711995870378,11,2201.98,5.0,Normal
2026-05-14 11:01:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.01711692,0.016701913999999998,22.11527,73.22533,-69.8355,12.130305,True,0.254179970591306,-0.9671569379114244,11,2192.38,5.0,Normal
2026-05-14 11:01:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3998255,0.13411102,20.842098,84.573425,-70.71002,8.709461,True,0.2540393006287578,-0.9671938966598432,11,2201.98,5.0,Normal
2026-05-14 11:01:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.016856417000000002,0.018288094999999997,23.392136,82.60556,-59.915993,12.418449,True,0.2538986252922655,-0.9672308349482546,11,2192.38,5.0,Normal
2026-05-14 11:01:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.42998820000000004,0.15498276000000002,18.136532,91.52868,-78.86643,9.174869,True,0.2537579445848053,-0.9672677527758768,11,2201.98,5.0,Normal
2026-05-14 11:01:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.017072755999999998,0.016083687000000003,24.189028,85.78209,-68.92095,11.809545,True,0.2536172585093527,-0.9673046501419292,11,2192.38,5.0,Normal
2026-05-14 11:01:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.36417386,0.13621852,18.175243,90.84393,-76.250404,10.338715,True,0.2534765670688839,-0.9673415270456313,11,2201.98,5.0,Normal
2026-05-14 11:01:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.015135074,0.018501142999999998,18.319231,85.60476,-79.07843,10.972056,True,0.2533358702663744,-0.9673783834862028,11,2192.38,5.0,Normal
2026-05-14 11:01:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.38797137,0.13709895,22.831121,77.74198,-78.90113,10.754337,True,0.2531951681048012,-0.967415219462864,11,2201.98,5.0,Normal
2026-05-14 11:01:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.013301263,0.018687513,23.3282,79.75969,-81.05986,11.138136,True,0.2530544605871413,-0.9674520349748358,11,2192.38,5.0,Normal
2026-05-14 11:01:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.37074045,0.1356939,21.87303,89.980064,-65.003654,10.710208,True,0.2529137477163699,-0.9674888300213396,11,2201.98,5.0,Normal
2026-05-14 11:01:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.0126264515,0.017734413,20.851196,63.90799,-77.6779,9.677321,True,0.2527730294954649,-0.9675256046015964,11,2192.38,5.0,Normal
2026-05-14 11:01:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.34618509999999997,0.14138837,22.176243,87.3716,-73.84825,10.534081,True,0.2526323059274016,-0.9675623587148292,11,2201.98,5.0,Normal
2026-05-14 11:01:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.014771247000000001,0.014611055000000001,19.94208,85.89449,-65.90703,10.75776,True,0.2524915770151582,-0.9675990923602598,11,2192.38,5.0,Normal
2026-05-14 11:01:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.42843863,0.1667596,18.317198,92.59062,-70.81108,10.980365,True,0.2523508427617106,-0.9676358055371114,11,2201.98,5.0,Normal
2026-05-14 11:01:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.014025905,0.017745192,22.22296,74.87847,-84.35367,12.3789625,True,0.2522101031700365,-0.9676724982446072,11,2192.38,5.0,Normal
2026-05-14 11:01:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,0.3988584,0.13775010000000001,20.103527,87.91797,-78.17562,11.931972,True,0.2520693582431134,-0.9677091704819712,11,2201.98,5.0,Normal
2026-05-14 11:01:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,0.014386627,0.014085863,24.626196,73.3988,-71.38945,11.197108,True,0.2519286079839183,-0.9677458222484276,11,2192.38,5.0,Normal
